ENLIGHTEN Version,2.2.7
Measurement ID,20210319-100825-479282-WP-00532
Serial Number,WP-00532
Model,WP-532-R-SR-S
Label,10:08:25 WP-00532
Declared Match,
Declared Score,0
Scan Averaging,8
Boxcar,0
Technique,Scope
Baseline Correction Algo,
ROI Pixel Start,1023
ROI Pixel End,1023
Slit Width,50
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,18000
Timestamp,2021-03-19 10:08:25.479282
Note,
Temperature,9.942695953194743
CCD C0,534.4705200195312
CCD C1,0.12332911789417267
CCD C2,-1.4740236110810656e-05
CCD C3,-2.6965287780456038e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed,Raw,Dark
82,544.48,430.94,3608.12,3608.12,
83,544.60,435.02,3788.25,3788.25,
84,544.72,439.09,3927.12,3927.12,
85,544.85,443.16,3946.12,3946.12,
86,544.97,447.23,4881.62,4881.62,
87,545.09,451.29,3797.00,3797.00,
88,545.21,455.35,3955.75,3955.75,
89,545.33,459.41,3710.38,3710.38,
90,545.45,463.47,3724.25,3724.25,
91,545.57,467.52,3674.25,3674.25,
92,545.69,471.57,4009.38,4009.38,
93,545.81,475.61,3612.25,3612.25,
94,545.93,479.66,3609.50,3609.50,
95,546.05,483.70,4734.75,4734.75,
96,546.17,487.74,3788.12,3788.12,
97,546.29,491.77,4088.88,4088.88,
98,546.41,495.81,3815.62,3815.62,
99,546.53,499.84,3713.62,3713.62,
100,546.65,503.86,3862.88,3862.88,
101,546.77,507.89,3899.50,3899.50,
102,546.89,511.91,3686.25,3686.25,
103,547.01,515.93,3799.62,3799.62,
104,547.13,519.94,3668.25,3668.25,
105,547.25,523.96,3789.12,3789.12,
106,547.37,527.97,3746.50,3746.50,
107,547.49,531.97,3707.50,3707.50,
108,547.61,535.98,3803.75,3803.75,
109,547.73,539.98,3845.75,3845.75,
110,547.85,543.98,3846.88,3846.88,
111,547.97,547.98,4130.38,4130.38,
112,548.09,551.97,3977.88,3977.88,
113,548.21,555.96,3910.62,3910.62,
114,548.33,559.95,3935.38,3935.38,
115,548.45,563.93,3875.12,3875.12,
116,548.57,567.92,4041.00,4041.00,
117,548.69,571.90,3929.62,3929.62,
118,548.81,575.87,3929.75,3929.75,
119,548.93,579.85,4182.25,4182.25,
120,549.05,583.82,3882.25,3882.25,
121,549.17,587.79,4049.62,4049.62,
122,549.29,591.75,4121.50,4121.50,
123,549.41,595.71,4036.75,4036.75,
124,549.53,599.67,4191.25,4191.25,
125,549.65,603.63,3935.38,3935.38,
126,549.77,607.59,3877.25,3877.25,
127,549.89,611.54,3779.12,3779.12,
128,550.01,615.49,3965.12,3965.12,
129,550.13,619.43,4063.75,4063.75,
130,550.25,623.38,4007.25,4007.25,
131,550.37,627.32,3913.12,3913.12,
132,550.49,631.26,3980.50,3980.50,
133,550.61,635.19,4054.00,4054.00,
134,550.73,639.12,4629.25,4629.25,
135,550.84,643.05,3885.38,3885.38,
136,550.96,646.98,4016.62,4016.62,
137,551.08,650.91,4006.75,4006.75,
138,551.20,654.83,3986.50,3986.50,
139,551.32,658.75,3896.00,3896.00,
140,551.44,662.66,3943.75,3943.75,
141,551.56,666.58,3991.25,3991.25,
142,551.68,670.49,4076.88,4076.88,
143,551.80,674.39,3998.88,3998.88,
144,551.92,678.30,3842.62,3842.62,
145,552.04,682.20,4389.00,4389.00,
146,552.15,686.10,4094.25,4094.25,
147,552.27,690.00,4511.88,4511.88,
148,552.39,693.89,4077.12,4077.12,
149,552.51,697.79,4161.62,4161.62,
150,552.63,701.67,4035.75,4035.75,
151,552.75,705.56,4104.88,4104.88,
152,552.87,709.44,3931.00,3931.00,
153,552.99,713.32,4135.75,4135.75,
154,553.10,717.20,4197.50,4197.50,
155,553.22,721.08,4318.88,4318.88,
156,553.34,724.95,4099.38,4099.38,
157,553.46,728.82,4006.50,4006.50,
158,553.58,732.69,4359.12,4359.12,
159,553.70,736.55,4052.38,4052.38,
160,553.81,740.41,4219.88,4219.88,
161,553.93,744.27,4322.00,4322.00,
162,554.05,748.13,4771.12,4771.12,
163,554.17,751.98,4285.25,4285.25,
164,554.29,755.83,4046.25,4046.25,
165,554.41,759.68,4158.88,4158.88,
166,554.52,763.53,4262.62,4262.62,
167,554.64,767.37,4222.12,4222.12,
168,554.76,771.21,4271.62,4271.62,
169,554.88,775.05,4319.50,4319.50,
170,555.00,778.88,4218.00,4218.00,
171,555.12,782.72,4273.50,4273.50,
172,555.23,786.55,4415.00,4415.00,
173,555.35,790.37,4539.50,4539.50,
174,555.47,794.20,4243.75,4243.75,
175,555.59,798.02,4355.25,4355.25,
176,555.71,801.84,4453.00,4453.00,
177,555.82,805.65,4532.62,4532.62,
178,555.94,809.47,4468.50,4468.50,
179,556.06,813.28,4764.75,4764.75,
180,556.18,817.09,5414.00,5414.00,
181,556.29,820.89,5808.38,5808.38,
182,556.41,824.70,6371.12,6371.12,
183,556.53,828.50,5728.25,5728.25,
184,556.65,832.29,4972.00,4972.00,
185,556.76,836.09,4671.00,4671.00,
186,556.88,839.88,4484.25,4484.25,
187,557.00,843.67,4391.25,4391.25,
188,557.12,847.46,4605.25,4605.25,
189,557.23,851.24,4628.75,4628.75,
190,557.35,855.02,4762.62,4762.62,
191,557.47,858.80,4735.50,4735.50,
192,557.59,862.58,4605.88,4605.88,
193,557.70,866.35,4740.75,4740.75,
194,557.82,870.12,4598.88,4598.88,
195,557.94,873.89,4481.62,4481.62,
196,558.06,877.66,4502.00,4502.00,
197,558.17,881.42,4406.62,4406.62,
198,558.29,885.18,4586.12,4586.12,
199,558.41,888.94,4651.88,4651.88,
200,558.53,892.70,4647.62,4647.62,
201,558.64,896.45,4356.00,4356.00,
202,558.76,900.20,4592.88,4592.88,
203,558.88,903.95,4371.25,4371.25,
204,558.99,907.69,4392.12,4392.12,
205,559.11,911.43,4469.88,4469.88,
206,559.23,915.17,4451.88,4451.88,
207,559.34,918.91,4441.62,4441.62,
208,559.46,922.65,4383.88,4383.88,
209,559.58,926.38,4443.12,4443.12,
210,559.69,930.11,4690.25,4690.25,
211,559.81,933.83,4475.25,4475.25,
212,559.93,937.56,4646.00,4646.00,
213,560.04,941.28,5875.38,5875.38,
214,560.16,945.00,4759.88,4759.88,
215,560.28,948.71,4713.25,4713.25,
216,560.39,952.43,4499.25,4499.25,
217,560.51,956.14,4715.88,4715.88,
218,560.63,959.85,4609.25,4609.25,
219,560.74,963.55,4392.62,4392.62,
220,560.86,967.26,4736.50,4736.50,
221,560.98,970.96,4549.25,4549.25,
222,561.09,974.65,4511.50,4511.50,
223,561.21,978.35,4632.25,4632.25,
224,561.33,982.04,4543.25,4543.25,
225,561.44,985.73,4550.00,4550.00,
226,561.56,989.42,4538.88,4538.88,
227,561.68,993.11,4644.12,4644.12,
228,561.79,996.79,4644.75,4644.75,
229,561.91,1000.47,4691.62,4691.62,
230,562.02,1004.15,4672.50,4672.50,
231,562.14,1007.82,4670.25,4670.25,
232,562.26,1011.49,4603.88,4603.88,
233,562.37,1015.16,4687.12,4687.12,
234,562.49,1018.83,5916.75,5916.75,
235,562.60,1022.50,4758.12,4758.12,
236,562.72,1026.16,4838.12,4838.12,
237,562.84,1029.82,4786.38,4786.38,
238,562.95,1033.47,4761.12,4761.12,
239,563.07,1037.13,4815.38,4815.38,
240,563.18,1040.78,4914.12,4914.12,
241,563.30,1044.43,4723.38,4723.38,
242,563.41,1048.08,4834.12,4834.12,
243,563.53,1051.72,5089.62,5089.62,
244,563.65,1055.36,5129.12,5129.12,
245,563.76,1059.00,5336.25,5336.25,
246,563.88,1062.64,4816.88,4816.88,
247,563.99,1066.27,5145.75,5145.75,
248,564.11,1069.90,4904.75,4904.75,
249,564.22,1073.53,4993.25,4993.25,
250,564.34,1077.16,5332.25,5332.25,
251,564.45,1080.78,5027.12,5027.12,
252,564.57,1084.40,4873.25,4873.25,
253,564.69,1088.02,4851.00,4851.00,
254,564.80,1091.64,5051.75,5051.75,
255,564.92,1095.25,4900.62,4900.62,
256,565.03,1098.86,5219.00,5219.00,
257,565.15,1102.47,5980.00,5980.00,
258,565.26,1106.08,5393.88,5393.88,
259,565.38,1109.68,6206.25,6206.25,
260,565.49,1113.28,6867.62,6867.62,
261,565.61,1116.88,7965.75,7965.75,
262,565.72,1120.48,8664.12,8664.12,
263,565.84,1124.07,8444.88,8444.88,
264,565.95,1127.66,7409.25,7409.25,
265,566.07,1131.25,5841.88,5841.88,
266,566.18,1134.84,5868.25,5868.25,
267,566.30,1138.42,11842.75,11842.75,
268,566.41,1142.00,5643.75,5643.75,
269,566.53,1145.58,5365.12,5365.12,
270,566.64,1149.16,5270.50,5270.50,
271,566.76,1152.73,5129.25,5129.25,
272,566.87,1156.30,5091.00,5091.00,
273,566.99,1159.87,5463.75,5463.75,
274,567.10,1163.44,5184.88,5184.88,
275,567.22,1167.00,5117.88,5117.88,
276,567.33,1170.56,4986.00,4986.00,
277,567.44,1174.12,5120.12,5120.12,
278,567.56,1177.68,5074.00,5074.00,
279,567.67,1181.23,5084.00,5084.00,
280,567.79,1184.78,5137.88,5137.88,
281,567.90,1188.33,5165.62,5165.62,
282,568.02,1191.87,5126.25,5126.25,
283,568.13,1195.42,5230.75,5230.75,
284,568.25,1198.96,5338.38,5338.38,
285,568.36,1202.50,5173.88,5173.88,
286,568.47,1206.03,5525.12,5525.12,
287,568.59,1209.57,5299.00,5299.00,
288,568.70,1213.10,5812.12,5812.12,
289,568.82,1216.63,6319.00,6319.00,
290,568.93,1220.15,7116.75,7116.75,
291,569.04,1223.68,7690.38,7690.38,
292,569.16,1227.20,7355.88,7355.88,
293,569.27,1230.72,6340.88,6340.88,
294,569.39,1234.23,5467.50,5467.50,
295,569.50,1237.75,5334.25,5334.25,
296,569.61,1241.26,5364.50,5364.50,
297,569.73,1244.77,5417.75,5417.75,
298,569.84,1248.28,5435.38,5435.38,
299,569.96,1251.78,5360.88,5360.88,
300,570.07,1255.28,5263.12,5263.12,
301,570.18,1258.78,5158.75,5158.75,
302,570.30,1262.28,5197.00,5197.00,
303,570.41,1265.77,5593.62,5593.62,
304,570.52,1269.26,5289.88,5289.88,
305,570.64,1272.75,5380.88,5380.88,
306,570.75,1276.24,5372.50,5372.50,
307,570.87,1279.72,5299.50,5299.50,
308,570.98,1283.21,5356.38,5356.38,
309,571.09,1286.69,5333.62,5333.62,
310,571.21,1290.16,5776.38,5776.38,
311,571.32,1293.64,5541.88,5541.88,
312,571.43,1297.11,5270.50,5270.50,
313,571.55,1300.58,5445.12,5445.12,
314,571.66,1304.05,5853.38,5853.38,
315,571.77,1307.51,6472.12,6472.12,
316,571.89,1310.98,7152.62,7152.62,
317,572.00,1314.44,7693.62,7693.62,
318,572.11,1317.89,7302.25,7302.25,
319,572.22,1321.35,6364.88,6364.88,
320,572.34,1324.80,5455.88,5455.88,
321,572.45,1328.25,5473.62,5473.62,
322,572.56,1331.70,5425.62,5425.62,
323,572.68,1335.15,5415.00,5415.00,
324,572.79,1338.59,5605.62,5605.62,
325,572.90,1342.03,5609.25,5609.25,
326,573.02,1345.47,5843.50,5843.50,
327,573.13,1348.90,5389.88,5389.88,
328,573.24,1352.34,5510.38,5510.38,
329,573.35,1355.77,5404.50,5404.50,
330,573.47,1359.20,5536.75,5536.75,
331,573.58,1362.62,5535.25,5535.25,
332,573.69,1366.05,5685.88,5685.88,
333,573.81,1369.47,5587.38,5587.38,
334,573.92,1372.89,5654.25,5654.25,
335,574.03,1376.31,5735.62,5735.62,
336,574.14,1379.72,5800.75,5800.75,
337,574.26,1383.13,5871.12,5871.12,
338,574.37,1386.54,5764.12,5764.12,
339,574.48,1389.95,6718.38,6718.38,
340,574.59,1393.35,10137.25,10137.25,
341,574.70,1396.76,14537.00,14537.00,
342,574.82,1400.16,17726.12,17726.12,
343,574.93,1403.55,19306.50,19306.50,
344,575.04,1406.95,16230.75,16230.75,
345,575.15,1410.34,10977.00,10977.00,
346,575.27,1413.73,6983.00,6983.00,
347,575.38,1417.12,6144.50,6144.50,
348,575.49,1420.51,5869.75,5869.75,
349,575.60,1423.89,6036.75,6036.75,
350,575.71,1427.27,6102.12,6102.12,
351,575.83,1430.65,6790.75,6790.75,
352,575.94,1434.02,7517.75,7517.75,
353,576.05,1437.40,9806.25,9806.25,
354,576.16,1440.77,22055.75,22055.75,
355,576.27,1444.14,41609.00,41609.00,
356,576.39,1447.51,54339.38,54339.38,
357,576.50,1450.87,62153.88,62153.88,
358,576.61,1454.23,57428.00,57428.00,
359,576.72,1457.59,37230.75,37230.75,
360,576.83,1460.95,16474.88,16474.88,
361,576.94,1464.30,7550.62,7550.62,
362,577.06,1467.66,6161.88,6161.88,
363,577.17,1471.01,6101.50,6101.50,
364,577.28,1474.35,6269.62,6269.62,
365,577.39,1477.70,6193.88,6193.88,
366,577.50,1481.04,6025.75,6025.75,
367,577.61,1484.38,6292.75,6292.75,
368,577.73,1487.72,6244.88,6244.88,
369,577.84,1491.06,6082.12,6082.12,
370,577.95,1494.39,6198.50,6198.50,
371,578.06,1497.72,6185.75,6185.75,
372,578.17,1501.05,6149.12,6149.12,
373,578.28,1504.38,6201.12,6201.12,
374,578.39,1507.70,6129.88,6129.88,
375,578.50,1511.02,6357.00,6357.00,
376,578.62,1514.34,6384.12,6384.12,
377,578.73,1517.66,6367.75,6367.75,
378,578.84,1520.98,6112.12,6112.12,
379,578.95,1524.29,6082.62,6082.62,
380,579.06,1527.60,7751.12,7751.12,
381,579.17,1530.91,6324.00,6324.00,
382,579.28,1534.21,6322.25,6322.25,
383,579.39,1537.52,6365.50,6365.50,
384,579.50,1540.82,6420.88,6420.88,
385,579.61,1544.12,6360.50,6360.50,
386,579.72,1547.41,6516.00,6516.00,
387,579.83,1550.71,6676.25,6676.25,
388,579.95,1554.00,6548.38,6548.38,
389,580.06,1557.29,7559.00,7559.00,
390,580.17,1560.57,10100.50,10100.50,
391,580.28,1563.86,13690.75,13690.75,
392,580.39,1567.14,15167.88,15167.88,
393,580.50,1570.42,16939.50,16939.50,
394,580.61,1573.70,15715.50,15715.50,
395,580.72,1576.97,12545.00,12545.00,
396,580.83,1580.25,9364.62,9364.62,
397,580.94,1583.52,7972.12,7972.12,
398,581.05,1586.79,7937.75,7937.75,
399,581.16,1590.05,8223.88,8223.88,
400,581.27,1593.32,8195.25,8195.25,
401,581.38,1596.58,8322.25,8322.25,
402,581.49,1599.84,8161.88,8161.88,
403,581.60,1603.10,9161.75,9161.75,
404,581.71,1606.35,17064.62,17064.62,
405,581.82,1609.60,27957.00,27957.00,
406,581.93,1612.85,33341.62,33341.62,
407,582.04,1616.10,38972.12,38972.12,
408,582.15,1619.35,36544.50,36544.50,
409,582.26,1622.59,28769.62,28769.62,
410,582.37,1625.83,18598.75,18598.75,
411,582.48,1629.07,10407.50,10407.50,
412,582.59,1632.31,9826.00,9826.00,
413,582.70,1635.54,8637.25,8637.25,
414,582.81,1638.77,8713.75,8713.75,
415,582.92,1642.00,9100.88,9100.88,
416,583.03,1645.23,9248.62,9248.62,
417,583.14,1648.45,8978.12,8978.12,
418,583.25,1651.68,8875.62,8875.62,
419,583.36,1654.90,9185.12,9185.12,
420,583.47,1658.12,9172.25,9172.25,
421,583.58,1661.33,9435.75,9435.75,
422,583.69,1664.54,9735.12,9735.12,
423,583.80,1667.76,10269.62,10269.62,
424,583.91,1670.97,10604.12,10604.12,
425,584.02,1674.17,11122.88,11122.88,
426,584.13,1677.38,11843.62,11843.62,
427,584.23,1680.58,12753.62,12753.62,
428,584.34,1683.78,13887.12,13887.12,
429,584.45,1686.98,15533.50,15533.50,
430,584.56,1690.17,18510.38,18510.38,
431,584.67,1693.37,26260.25,26260.25,
432,584.78,1696.56,65535.00,65535.00,
433,584.89,1699.75,65535.00,65535.00,
434,585.00,1702.93,65535.00,65535.00,
435,585.11,1706.12,65535.00,65535.00,
436,585.22,1709.30,65535.00,65535.00,
437,585.33,1712.48,65535.00,65535.00,
438,585.43,1715.66,65535.00,65535.00,
439,585.54,1718.83,65535.00,65535.00,
440,585.65,1722.00,65535.00,65535.00,
441,585.76,1725.17,65535.00,65535.00,
442,585.87,1728.34,42166.88,42166.88,
443,585.98,1731.51,19038.50,19038.50,
444,586.09,1734.67,15534.75,15534.75,
445,586.20,1737.84,13781.75,13781.75,
446,586.30,1740.99,12607.75,12607.75,
447,586.41,1744.15,12172.62,12172.62,
448,586.52,1747.31,12219.00,12219.00,
449,586.63,1750.46,12198.25,12198.25,
450,586.74,1753.61,12568.88,12568.88,
451,586.85,1756.76,12812.88,12812.88,
452,586.95,1759.90,14911.00,14911.00,
453,587.06,1763.05,17363.25,17363.25,
454,587.17,1766.19,18688.50,18688.50,
455,587.28,1769.33,20859.38,20859.38,
456,587.39,1772.47,21116.50,21116.50,
457,587.50,1775.60,21374.12,21374.12,
458,587.60,1778.73,24605.88,24605.88,
459,587.71,1781.87,63865.25,63865.25,
460,587.82,1784.99,65535.00,65535.00,
461,587.93,1788.12,65535.00,65535.00,
462,588.04,1791.24,65535.00,65535.00,
463,588.14,1794.37,65535.00,65535.00,
464,588.25,1797.49,65535.00,65535.00,
465,588.36,1800.60,65535.00,65535.00,
466,588.47,1803.72,65535.00,65535.00,
467,588.58,1806.83,65535.00,65535.00,
468,588.68,1809.94,65535.00,65535.00,
469,588.79,1813.05,36101.38,36101.38,
470,588.90,1816.16,13958.00,13958.00,
471,589.01,1819.26,12159.88,12159.88,
472,589.11,1822.36,11516.50,11516.50,
473,589.22,1825.46,11091.75,11091.75,
474,589.33,1828.56,10934.12,10934.12,
475,589.44,1831.65,10956.75,10956.75,
476,589.54,1834.75,10413.12,10413.12,
477,589.65,1837.84,10241.50,10241.50,
478,589.76,1840.93,10317.25,10317.25,
479,589.87,1844.01,12546.88,12546.88,
480,589.97,1847.10,17795.62,17795.62,
481,590.08,1850.18,20966.00,20966.00,
482,590.19,1853.26,23839.38,23839.38,
483,590.30,1856.34,28502.00,28502.00,
484,590.40,1859.41,29566.50,29566.50,
485,590.51,1862.49,28612.12,28612.12,
486,590.62,1865.56,25267.75,25267.75,
487,590.72,1868.63,21558.38,21558.38,
488,590.83,1871.69,18650.62,18650.62,
489,590.94,1874.76,16842.88,16842.88,
490,591.05,1877.82,14086.00,14086.00,
491,591.15,1880.88,13084.75,13084.75,
492,591.26,1883.94,13242.00,13242.00,
493,591.37,1886.99,14236.75,14236.75,
494,591.47,1890.05,14237.00,14237.00,
495,591.58,1893.10,14211.50,14211.50,
496,591.69,1896.15,13716.88,13716.88,
497,591.79,1899.19,12636.62,12636.62,
498,591.90,1902.24,12542.12,12542.12,
499,592.01,1905.28,12335.25,12335.25,
500,592.11,1908.32,12127.38,12127.38,
501,592.22,1911.36,11587.00,11587.00,
502,592.33,1914.40,10598.25,10598.25,
503,592.43,1917.43,10416.12,10416.12,
504,592.54,1920.46,10377.62,10377.62,
505,592.65,1923.49,10619.25,10619.25,
506,592.75,1926.52,10907.12,10907.12,
507,592.86,1929.55,11184.75,11184.75,
508,592.96,1932.57,11635.75,11635.75,
509,593.07,1935.59,12484.00,12484.00,
510,593.18,1938.61,13244.75,13244.75,
511,593.28,1941.63,14183.38,14183.38,
512,593.39,1944.64,15077.12,15077.12,
513,593.50,1947.65,16010.62,16010.62,
514,593.60,1950.67,17467.12,17467.12,
515,593.71,1953.67,19616.88,19616.88,
516,593.81,1956.68,23389.38,23389.38,
517,593.92,1959.68,41263.62,41263.62,
518,594.03,1962.69,65535.00,65535.00,
519,594.13,1965.69,65535.00,65535.00,
520,594.24,1968.68,65535.00,65535.00,
521,594.34,1971.68,65535.00,65535.00,
522,594.45,1974.67,65535.00,65535.00,
523,594.55,1977.66,65535.00,65535.00,
524,594.66,1980.65,65535.00,65535.00,
525,594.77,1983.64,65535.00,65535.00,
526,594.87,1986.62,65535.00,65535.00,
527,594.98,1989.61,65535.00,65535.00,
528,595.08,1992.59,45693.88,45693.88,
529,595.19,1995.56,17540.50,17540.50,
530,595.29,1998.54,14962.38,14962.38,
531,595.40,2001.52,13985.25,13985.25,
532,595.50,2004.49,13298.88,13298.88,
533,595.61,2007.46,12835.12,12835.12,
534,595.71,2010.42,12657.62,12657.62,
535,595.82,2013.39,12848.88,12848.88,
536,595.92,2016.35,12977.12,12977.12,
537,596.03,2019.32,13204.62,13204.62,
538,596.14,2022.27,13854.75,13854.75,
539,596.24,2025.23,16694.62,16694.62,
540,596.35,2028.19,18127.00,18127.00,
541,596.45,2031.14,19059.62,19059.62,
542,596.56,2034.09,19970.88,19970.88,
543,596.66,2037.04,19602.25,19602.25,
544,596.77,2039.99,18959.50,18959.50,
545,596.87,2042.93,17360.25,17360.25,
546,596.98,2045.87,20208.38,20208.38,
547,597.08,2048.81,58634.88,58634.88,
548,597.18,2051.75,65535.00,65535.00,
549,597.29,2054.69,65535.00,65535.00,
550,597.39,2057.62,65535.00,65535.00,
551,597.50,2060.55,65535.00,65535.00,
552,597.60,2063.48,65535.00,65535.00,
553,597.71,2066.41,65535.00,65535.00,
554,597.81,2069.34,65535.00,65535.00,
555,597.92,2072.26,65535.00,65535.00,
556,598.02,2075.18,65535.00,65535.00,
557,598.13,2078.10,31857.88,31857.88,
558,598.23,2081.02,12276.50,12276.50,
559,598.33,2083.93,12119.12,12119.12,
560,598.44,2086.84,14207.88,14207.88,
561,598.54,2089.76,16181.75,16181.75,
562,598.65,2092.66,17581.50,17581.50,
563,598.75,2095.57,19561.88,19561.88,
564,598.86,2098.48,21505.88,21505.88,
565,598.96,2101.38,20856.12,20856.12,
566,599.06,2104.28,19694.50,19694.50,
567,599.17,2107.18,17411.25,17411.25,
568,599.27,2110.07,14767.50,14767.50,
569,599.38,2112.97,13436.50,13436.50,
570,599.48,2115.86,12405.50,12405.50,
571,599.58,2118.75,10972.88,10972.88,
572,599.69,2121.64,10834.75,10834.75,
573,599.79,2124.52,11045.00,11045.00,
574,599.89,2127.41,11401.12,11401.12,
575,600.00,2130.29,12018.88,12018.88,
576,600.10,2133.17,12290.62,12290.62,
577,600.21,2136.05,12051.75,12051.75,
578,600.31,2138.92,11726.12,11726.12,
579,600.41,2141.79,11194.38,11194.38,
580,600.52,2144.67,10361.00,10361.00,
581,600.62,2147.53,10048.62,10048.62,
582,600.72,2150.40,9840.00,9840.00,
583,600.83,2153.27,9916.12,9916.12,
584,600.93,2156.13,9936.62,9936.62,
585,601.03,2158.99,10123.00,10123.00,
586,601.14,2161.85,10066.50,10066.50,
587,601.24,2164.71,10311.88,10311.88,
588,601.34,2167.56,10352.38,10352.38,
589,601.45,2170.41,10385.75,10385.75,
590,601.55,2173.27,11172.25,11172.25,
591,601.65,2176.11,11067.50,11067.50,
592,601.76,2178.96,11145.00,11145.00,
593,601.86,2181.81,11637.00,11637.00,
594,601.96,2184.65,11710.00,11710.00,
595,602.06,2187.49,12173.25,12173.25,
596,602.17,2190.33,12699.75,12699.75,
597,602.27,2193.16,13991.75,13991.75,
598,602.37,2196.00,16723.50,16723.50,
599,602.48,2198.83,37129.75,37129.75,
600,602.58,2201.66,65535.00,65535.00,
601,602.68,2204.49,65535.00,65535.00,
602,602.78,2207.31,65535.00,65535.00,
603,602.89,2210.14,65535.00,65535.00,
604,602.99,2212.96,65535.00,65535.00,
605,603.09,2215.78,65535.00,65535.00,
606,603.19,2218.60,65535.00,65535.00,
607,603.30,2221.41,65535.00,65535.00,
