ENLIGHTEN Version,2.2.7
Measurement ID,20210317-132409-250580-WP-00532
Serial Number,WP-00532
Model,WP-532-R-SR-S
Label,13:24:09 WP-00532
Declared Match,
Declared Score,0
Scan Averaging,15
Boxcar,0
Technique,Scope
Baseline Correction Algo,
ROI Pixel Start,1023
ROI Pixel End,1023
Slit Width,50
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,2
Timestamp,2021-03-17 13:24:09.250580
Note,
Temperature,9.942695953194743
CCD C0,534.4705200195312
CCD C1,0.12332911789417267
CCD C2,-1.4740236110810656e-05
CCD C3,-2.6965287780456038e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed,Raw,Dark
520,594.24,1968.68,3038.53,3977.00,938.47
521,594.34,1971.68,4114.20,5050.93,936.73
522,594.45,1974.67,4864.87,5802.00,937.13
523,594.55,1977.66,4657.73,5593.07,935.33
524,594.66,1980.65,3724.73,4661.40,936.67
525,594.77,1983.64,2646.80,3584.40,937.60
526,594.87,1986.62,1556.67,2493.67,937.00
527,594.98,1989.61,548.60,1484.53,935.93
528,595.08,1992.59,72.40,1008.13,935.73
529,595.19,1995.56,16.80,953.73,936.93
530,595.29,1998.54,11.40,948.00,936.60
531,595.40,2001.52,7.33,945.07,937.73
532,595.50,2004.49,7.93,945.27,937.33
533,595.61,2007.46,9.13,945.27,936.13
534,595.71,2010.42,8.13,946.40,938.27
535,595.82,2013.39,7.60,945.20,937.60
536,595.92,2016.35,3.00,942.67,939.67
537,596.03,2019.32,7.87,943.00,935.13
538,596.14,2022.27,10.87,949.60,938.73
539,596.24,2025.23,16.27,953.13,936.87
540,596.35,2028.19,15.47,952.67,937.20
541,596.45,2031.14,16.47,952.47,936.00
542,596.56,2034.09,17.13,953.80,936.67
543,596.66,2037.04,18.13,955.67,937.53
544,596.77,2039.99,15.93,953.40,937.47
545,596.87,2042.93,16.07,952.27,936.20
546,596.98,2045.87,30.67,966.53,935.87
547,597.08,2048.81,146.67,1084.60,937.93
548,597.18,2051.75,413.20,1349.00,935.80
549,597.29,2054.69,705.13,1642.40,937.27
550,597.39,2057.62,980.33,1917.07,936.73
551,597.50,2060.55,1193.33,2128.93,935.60
552,597.60,2063.48,1219.07,2154.80,935.73
553,597.71,2066.41,1030.27,1966.20,935.93
554,597.81,2069.34,758.67,1696.53,937.87
555,597.92,2072.26,489.00,1425.60,936.60
556,598.02,2075.18,209.33,1145.80,936.47
557,598.13,2078.10,36.73,971.73,935.00
558,598.23,2081.02,9.13,947.60,938.47
559,598.33,2083.93,9.93,945.80,935.87
560,598.44,2086.84,11.60,948.13,936.53
561,598.54,2089.76,14.33,953.20,938.87
562,598.65,2092.66,17.13,953.87,936.73
563,598.75,2095.57,19.00,955.13,936.13
564,598.86,2098.48,19.13,957.20,938.07
565,598.96,2101.38,19.20,955.20,936.00
566,599.06,2104.28,16.07,954.73,938.67
567,599.17,2107.18,19.40,957.13,937.73
568,599.27,2110.07,15.73,951.80,936.07
569,599.38,2112.97,5.67,946.67,941.00
570,599.48,2115.86,9.13,947.27,938.13
571,599.58,2118.75,8.27,947.33,939.07
572,599.69,2121.64,8.80,947.07,938.27
573,599.79,2124.52,7.20,945.73,938.53
574,599.89,2127.41,8.13,945.27,937.13
575,600.00,2130.29,7.60,946.07,938.47
576,600.10,2133.17,11.33,947.33,936.00
577,600.21,2136.05,10.20,946.73,936.53
578,600.31,2138.92,8.87,947.20,938.33
579,600.41,2141.79,9.33,944.67,935.33
580,600.52,2144.67,5.87,944.53,938.67
581,600.62,2147.53,6.20,943.80,937.60
582,600.72,2150.40,7.00,944.60,937.60
583,600.83,2153.27,9.80,945.60,935.80
584,600.93,2156.13,8.80,945.73,936.93
585,601.03,2158.99,5.80,942.93,937.13
586,601.14,2161.85,5.00,941.67,936.67
587,601.24,2164.71,7.27,944.13,936.87
588,601.34,2167.56,10.93,945.73,934.80
589,601.45,2170.41,10.07,945.87,935.80
590,601.55,2173.27,8.40,943.13,934.73
591,601.65,2176.11,5.53,944.60,939.07
592,601.76,2178.96,9.33,944.27,934.93
593,601.86,2181.81,10.47,945.80,935.33
594,601.96,2184.65,8.80,944.80,936.00
595,602.06,2187.49,7.87,944.13,936.27
596,602.17,2190.33,10.53,946.53,936.00
597,602.27,2193.16,10.47,946.40,935.93
598,602.37,2196.00,16.73,953.67,936.93
599,602.48,2198.83,86.53,1022.00,935.47
600,602.58,2201.66,320.20,1256.00,935.80
601,602.68,2204.49,683.00,1618.53,935.53
602,602.78,2207.31,1062.47,1998.93,936.47
603,602.89,2210.14,1421.67,2355.40,933.73
604,602.99,2212.96,1667.60,2602.93,935.33
605,603.09,2215.78,1629.87,2565.53,935.67
606,603.19,2218.60,1316.60,2253.60,937.00
607,603.30,2221.41,944.07,1883.20,939.13
608,603.40,2224.23,555.00,1493.13,938.13
609,603.50,2227.04,173.67,1109.73,936.07
610,603.60,2229.85,23.13,960.73,937.60
611,603.71,2232.66,15.80,949.60,933.80
612,603.81,2235.46,11.33,946.47,935.13
613,603.91,2238.27,7.07,943.73,936.67
614,604.01,2241.07,8.13,944.07,935.93
615,604.12,2243.87,7.40,944.33,936.93
616,604.22,2246.67,11.53,947.07,935.53
617,604.32,2249.46,10.07,945.20,935.13
618,604.42,2252.26,5.80,944.33,938.53
619,604.52,2255.05,8.33,943.73,935.40
620,604.63,2257.84,12.13,948.73,936.60
621,604.73,2260.62,11.33,946.87,935.53
622,604.83,2263.41,11.27,947.00,935.73
623,604.93,2266.19,10.53,944.93,934.40
624,605.03,2268.97,5.27,942.13,936.87
625,605.13,2271.75,11.40,948.00,936.60
626,605.24,2274.53,9.47,946.40,936.93
627,605.34,2277.31,11.07,946.00,934.93
628,605.44,2280.08,8.20,945.47,937.27
629,605.54,2282.85,8.33,946.13,937.80
630,605.64,2285.62,9.87,946.67,936.80
631,605.74,2288.39,10.47,946.40,935.93
632,605.85,2291.15,12.27,948.40,936.13
633,605.95,2293.92,14.20,951.33,937.13
634,606.05,2296.68,10.93,946.13,935.20
635,606.15,2299.44,10.80,948.33,937.53
636,606.25,2302.20,13.93,951.27,937.33
637,606.35,2304.95,14.87,950.47,935.60
638,606.45,2307.70,15.20,952.47,937.27
639,606.56,2310.46,15.87,950.67,934.80
640,606.66,2313.20,15.73,953.20,937.47
641,606.76,2315.95,25.80,961.13,935.33
642,606.86,2318.70,82.40,1019.20,936.80
643,606.96,2321.44,417.47,1353.93,936.47
644,607.06,2324.18,1127.47,2064.87,937.40
645,607.16,2326.92,2078.40,3013.40,935.00
646,607.26,2329.66,3069.47,4007.93,938.47
647,607.36,2332.39,4011.40,4946.53,935.13
648,607.46,2335.13,4599.27,5535.53,936.27
649,607.57,2337.86,4189.93,5127.40,937.47
650,607.67,2340.59,3250.33,4189.00,938.67
651,607.77,2343.32,2228.60,3168.20,939.60
652,607.87,2346.04,1088.33,2024.60,936.27
653,607.97,2348.76,189.40,1126.73,937.33
654,608.07,2351.49,32.53,970.27,937.73
655,608.17,2354.21,19.80,958.13,938.33
656,608.27,2356.92,17.40,954.13,936.73
657,608.37,2359.64,16.87,955.60,938.73
658,608.47,2362.35,20.67,958.67,938.00
659,608.57,2365.06,21.20,959.27,938.07
660,608.67,2367.77,19.33,958.20,938.87
661,608.77,2370.48,24.07,960.27,936.20
662,608.87,2373.19,26.00,966.13,940.13
663,608.97,2375.89,45.67,985.40,939.73
664,609.07,2378.59,238.20,1176.40,938.20
665,609.17,2381.29,1011.80,1949.53,937.73
666,609.27,2383.99,2404.60,3342.47,937.87
667,609.37,2386.68,4122.73,5060.67,937.93
668,609.47,2389.38,5889.00,6829.13,940.13
669,609.57,2392.07,7595.67,8535.33,939.67
670,609.67,2394.76,8346.00,9284.40,938.40
671,609.77,2397.45,7198.27,8139.73,941.47
672,609.87,2400.13,5499.93,6439.73,939.80
673,609.97,2402.82,3606.07,4548.53,942.47
674,610.07,2405.50,1393.40,2335.40,942.00
675,610.17,2408.18,164.53,1108.13,943.60
676,610.27,2410.86,30.80,973.20,942.40
677,610.37,2413.53,16.87,960.60,943.73
678,610.47,2416.21,16.00,960.67,944.67
679,610.57,2418.88,9.87,957.20,947.33
680,610.67,2421.55,6.73,956.87,950.13
681,610.77,2424.22,3.67,957.53,953.87
682,610.87,2426.89,-2.67,956.20,958.87
683,610.97,2429.55,-6.67,956.07,962.73
684,611.07,2432.21,-16.00,953.80,969.80
685,611.17,2434.87,-16.07,956.40,972.47
686,611.27,2437.53,-18.80,955.53,974.33
687,611.37,2440.19,-16.67,958.47,975.13
688,611.47,2442.84,-20.33,954.80,975.13
689,611.56,2445.50,-16.00,955.73,971.73
690,611.66,2448.15,-12.73,957.00,969.73
691,611.76,2450.79,-5.40,960.00,965.40
692,611.86,2453.44,3.47,962.47,959.00
693,611.96,2456.09,3.87,959.07,955.20
694,612.06,2458.73,7.80,958.13,950.33
695,612.16,2461.37,4.53,958.73,954.20
696,612.26,2464.01,11.13,960.93,949.80
697,612.36,2466.65,29.53,976.53,947.00
698,612.46,2469.28,63.47,1008.33,944.87
699,612.55,2471.92,103.87,1050.73,946.87
700,612.65,2474.55,160.20,1106.20,946.00
701,612.75,2477.18,218.13,1163.27,945.13
702,612.85,2479.80,272.40,1217.20,944.80
703,612.95,2482.43,262.80,1208.40,945.60
704,613.05,2485.05,216.40,1161.47,945.07
705,613.15,2487.67,160.73,1106.40,945.67
706,613.24,2490.29,94.40,1041.93,947.53
707,613.34,2492.91,41.33,986.87,945.53
708,613.44,2495.53,37.33,979.87,942.53
709,613.54,2498.14,43.47,986.07,942.60
710,613.64,2500.75,64.87,1011.13,946.27
711,613.74,2503.36,286.73,1231.47,944.73
712,613.84,2505.97,1414.87,2357.27,942.40
713,613.93,2508.58,3917.13,4861.07,943.93
714,614.03,2511.18,7655.07,8597.27,942.20
715,614.13,2513.78,12018.07,12961.07,943.00
716,614.23,2516.39,16730.40,17673.20,942.80
717,614.33,2518.98,20411.67,21356.73,945.07
718,614.42,2521.58,19028.27,19971.47,943.20
719,614.52,2524.18,15143.67,16087.33,943.67
720,614.62,2526.77,10679.27,11622.07,942.80
721,614.72,2529.36,5153.40,6096.00,942.60
722,614.82,2531.95,824.00,1767.87,943.87
723,614.91,2534.54,94.33,1036.67,942.33
724,615.01,2537.12,42.80,984.33,941.53
725,615.11,2539.70,35.40,976.67,941.27
726,615.21,2542.28,26.53,968.87,942.33
727,615.30,2544.86,21.07,964.07,943.00
728,615.40,2547.44,25.73,966.40,940.67
729,615.50,2550.02,26.27,965.47,939.20
730,615.60,2552.59,22.27,963.40,941.13
731,615.69,2555.16,30.93,971.53,940.60
732,615.79,2557.73,78.47,1015.93,937.47
733,615.89,2560.30,310.67,1251.73,941.07
734,615.99,2562.87,868.00,1807.40,939.40
735,616.08,2565.43,1697.13,2637.00,939.87
736,616.18,2567.99,2721.13,3659.47,938.33
737,616.28,2570.55,3848.13,4785.47,937.33
738,616.38,2573.11,4777.33,5716.20,938.87
739,616.47,2575.67,4476.13,5416.47,940.33
740,616.57,2578.22,3597.00,4534.47,937.47
741,616.67,2580.78,2554.53,3493.47,938.93
742,616.76,2583.33,1240.33,2178.67,938.33
743,616.86,2585.88,198.60,1137.87,939.27
744,616.96,2588.42,31.47,970.87,939.40
745,617.05,2590.97,20.73,958.87,938.13
746,617.15,2593.51,20.73,958.53,937.80
747,617.25,2596.05,21.40,959.33,937.93
748,617.34,2598.59,19.60,957.20,937.60
749,617.44,2601.13,22.00,957.60,935.60
750,617.54,2603.67,16.13,957.27,941.13
751,617.64,2606.20,20.73,959.47,938.73
752,617.73,2608.73,18.47,957.53,939.07
753,617.83,2611.26,17.07,955.33,938.27
754,617.92,2613.79,18.53,954.33,935.80
755,618.02,2616.32,15.60,955.80,940.20
756,618.12,2618.84,21.00,959.40,938.40
757,618.21,2621.36,25.00,963.47,938.47
758,618.31,2623.89,24.47,962.93,938.47
759,618.41,2626.40,22.80,960.60,937.80
760,618.50,2628.92,19.27,956.13,936.87
761,618.60,2631.44,15.60,954.67,939.07
762,618.70,2633.95,18.27,954.80,936.53
763,618.79,2636.46,15.80,953.80,938.00
764,618.89,2638.97,15.80,953.80,938.00
765,618.98,2641.48,17.40,954.60,937.20
766,619.08,2643.98,13.80,951.80,938.00
767,619.18,2646.49,15.47,952.27,936.80
768,619.27,2648.99,13.73,952.80,939.07
769,619.37,2651.49,14.67,952.60,937.93
770,619.46,2653.99,11.20,949.47,938.27
771,619.56,2656.49,9.93,949.27,939.33
772,619.65,2658.98,11.40,949.73,938.33
773,619.75,2661.47,16.27,952.60,936.33
774,619.85,2663.96,12.07,951.53,939.47
775,619.94,2666.45,13.13,950.00,936.87
776,620.04,2668.94,9.27,947.47,938.20
777,620.13,2671.42,8.60,948.33,939.73
778,620.23,2673.91,16.60,953.87,937.27
779,620.32,2676.39,14.73,952.27,937.53
780,620.42,2678.87,15.13,953.13,938.00
781,620.52,2681.35,14.67,953.07,938.40
782,620.61,2683.82,17.13,954.27,937.13
783,620.71,2686.30,15.07,953.93,938.87
784,620.80,2688.77,13.53,953.20,939.67
785,620.90,2691.24,17.47,956.53,939.07
786,620.99,2693.71,16.47,955.67,939.20
787,621.09,2696.18,24.53,963.00,938.47
788,621.18,2698.64,77.80,1017.27,939.47
789,621.28,2701.10,325.67,1263.00,937.33
790,621.37,2703.56,845.67,1784.40,938.73
791,621.47,2706.02,1643.33,2581.00,937.67
792,621.56,2708.48,2717.73,3656.40,938.67
793,621.66,2710.94,4013.07,4952.93,939.87
794,621.75,2713.39,4881.47,5821.93,940.47
795,621.85,2715.84,4482.13,5418.73,936.60
796,621.94,2718.29,3576.87,4514.67,937.80
797,622.04,2720.74,2491.07,3429.80,938.73
798,622.13,2723.19,1007.00,1946.33,939.33
799,622.22,2725.63,128.00,1064.93,936.93
800,622.32,2728.07,24.27,962.00,937.73
801,622.41,2730.52,18.27,955.60,937.33
802,622.51,2732.95,17.80,955.67,937.87
803,622.60,2735.39,13.27,952.07,938.80
804,622.70,2737.83,11.07,949.13,938.07
805,622.79,2740.26,8.47,947.73,939.27
806,622.89,2742.69,11.87,949.53,937.67
807,622.98,2745.12,11.53,950.60,939.07
808,623.07,2747.55,7.80,947.53,939.73
809,623.17,2749.98,9.40,946.07,936.67
810,623.26,2752.40,5.00,946.13,941.13
811,623.36,2754.82,9.60,948.53,938.93
812,623.45,2757.24,11.27,949.60,938.33
813,623.55,2759.66,9.40,948.53,939.13
814,623.64,2762.08,8.53,945.93,937.40
815,623.73,2764.50,7.93,946.87,938.93
816,623.83,2766.91,10.07,948.93,938.87
817,623.92,2769.32,10.47,947.53,937.07
818,624.01,2771.73,9.73,949.13,939.40
819,624.11,2774.14,8.53,948.73,940.20
820,624.20,2776.54,7.87,947.93,940.07
821,624.30,2778.95,8.07,946.27,938.20
822,624.39,2781.35,11.73,950.40,938.67
823,624.48,2783.75,14.33,953.93,939.60
824,624.58,2786.15,12.53,951.87,939.33
825,624.67,2788.55,11.60,950.80,939.20
826,624.76,2790.94,10.73,950.20,939.47
827,624.86,2793.34,11.87,951.33,939.47
828,624.95,2795.73,16.40,952.33,935.93
829,625.04,2798.12,12.80,950.60,937.80
830,625.14,2800.51,11.27,950.53,939.27
831,625.23,2802.89,11.07,950.53,939.47
832,625.32,2805.28,12.33,951.80,939.47
833,625.42,2807.66,12.80,952.87,940.07
834,625.51,2810.04,14.00,953.53,939.53
835,625.60,2812.42,19.00,956.33,937.33
836,625.70,2814.80,16.27,954.80,938.53
837,625.79,2817.17,21.73,959.93,938.20
838,625.88,2819.55,24.93,962.60,937.67
839,625.98,2821.92,35.40,972.20,936.80
840,626.07,2824.29,73.07,1010.40,937.33
841,626.16,2826.66,315.27,1254.27,939.00
842,626.25,2829.02,1002.87,1941.00,938.13
843,626.35,2831.39,2252.87,3193.33,940.47
844,626.44,2833.75,4208.80,5148.27,939.47
845,626.53,2836.11,6821.60,7759.40,937.80
846,626.62,2838.47,9408.33,10345.60,937.27
847,626.72,2840.83,9493.87,10433.13,939.27
848,626.81,2843.18,8110.47,9049.20,938.73
849,626.90,2845.54,6110.07,7047.27,937.20
850,626.99,2847.89,3341.60,4278.67,937.07
851,627.09,2850.24,676.73,1614.80,938.07
852,627.18,2852.59,67.87,1006.93,939.07
853,627.27,2854.93,27.07,966.27,939.20
854,627.36,2857.28,21.93,961.80,939.87
855,627.46,2859.62,23.60,960.80,937.20
856,627.55,2861.96,21.53,959.27,937.73
857,627.64,2864.30,16.87,954.27,937.40
858,627.73,2866.64,12.47,952.40,939.93
859,627.82,2868.98,13.73,951.87,938.13
860,627.92,2871.31,15.13,953.00,937.87
861,628.01,2873.64,18.67,954.33,935.67
862,628.10,2875.97,16.73,952.87,936.13
863,628.19,2878.30,11.73,950.20,938.47
864,628.28,2880.63,13.27,951.47,938.20
865,628.38,2882.95,13.07,951.27,938.20
866,628.47,2885.28,13.27,951.07,937.80
867,628.56,2887.60,13.80,951.27,937.47
868,628.65,2889.92,15.27,951.53,936.27
869,628.74,2892.24,13.20,950.27,937.07
870,628.83,2894.55,9.73,949.27,939.53
871,628.93,2896.87,13.33,952.27,938.93
872,629.02,2899.18,16.93,954.67,937.73
873,629.11,2901.49,12.93,952.13,939.20
874,629.20,2903.80,14.27,954.07,939.80
875,629.29,2906.11,15.07,952.60,937.53
876,629.38,2908.41,16.33,954.13,937.80
877,629.47,2910.72,20.07,956.67,936.60
878,629.57,2913.02,18.73,956.47,937.73
879,629.66,2915.32,18.07,954.87,936.80
880,629.75,2917.62,17.20,956.67,939.47
881,629.84,2919.91,22.20,959.93,937.73
882,629.93,2922.21,52.07,988.07,936.00
883,630.02,2924.50,178.93,1116.87,937.93
884,630.11,2926.79,473.47,1412.60,939.13
885,630.20,2929.08,1012.00,1950.80,938.80
886,630.29,2931.37,1857.87,2797.07,939.20
887,630.38,2933.66,2956.00,3896.00,940.00
888,630.48,2935.94,3722.60,4660.53,937.93
889,630.57,2938.22,3515.73,4455.53,939.80
890,630.66,2940.51,2941.80,3883.13,941.33
891,630.75,2942.78,2107.40,3048.80,941.40
892,630.84,2945.06,934.40,1877.93,943.53
893,630.93,2947.34,138.40,1079.87,941.47
894,631.02,2949.61,26.20,968.33,942.13
895,631.11,2951.88,19.67,959.60,939.93
896,631.20,2954.15,16.20,958.47,942.27
897,631.29,2956.42,16.73,959.80,943.07
898,631.38,2958.69,18.27,958.53,940.27
899,631.47,2960.95,20.60,961.07,940.47
900,631.56,2963.22,19.00,958.73,939.73
901,631.65,2965.48,20.13,958.33,938.20
902,631.74,2967.74,18.87,957.67,938.80
903,631.83,2970.00,18.47,957.00,938.53
904,631.92,2972.25,20.93,958.27,937.33
905,632.01,2974.51,23.00,960.20,937.20
906,632.10,2976.76,19.87,957.87,938.00
907,632.19,2979.01,19.00,956.00,937.00
908,632.28,2981.26,20.07,958.40,938.33
909,632.37,2983.51,25.87,962.73,936.87
910,632.46,2985.76,29.07,965.80,936.73
911,632.55,2988.00,30.27,967.80,937.53
912,632.64,2990.24,33.27,970.87,937.60
913,632.73,2992.48,39.67,976.73,937.07
914,632.82,2994.72,62.53,1000.80,938.27
915,632.91,2996.96,183.20,1119.13,935.93
916,633.00,2999.19,651.60,1589.40,937.80
917,633.09,3001.43,1710.73,2648.13,937.40
918,633.18,3003.66,3702.20,4639.47,937.27
919,633.27,3005.89,6816.93,7754.47,937.53
920,633.36,3008.12,10694.20,11631.20,937.00
921,633.45,3010.35,12666.80,13603.60,936.80
922,633.54,3012.57,11782.60,12718.73,936.13
923,633.63,3014.79,9767.53,10704.80,937.27
924,633.71,3017.02,6803.27,7740.40,937.13
925,633.80,3019.24,2764.27,3701.73,937.47
926,633.89,3021.45,337.53,1275.00,937.47
927,633.98,3023.67,58.67,995.33,936.67
928,634.07,3025.88,37.93,972.87,934.93
929,634.16,3028.10,33.20,968.00,934.80
930,634.25,3030.31,27.53,965.47,937.93
931,634.34,3032.52,27.00,964.13,937.13
932,634.43,3034.73,27.07,963.53,936.47
933,634.52,3036.93,22.80,959.47,936.67
934,634.60,3039.14,25.80,960.47,934.67
935,634.69,3041.34,24.67,960.00,935.33
936,634.78,3043.54,23.27,961.20,937.93
937,634.87,3045.74,25.87,962.00,936.13
938,634.96,3047.94,25.53,962.33,936.80
939,635.05,3050.13,24.93,961.87,936.93
940,635.14,3052.33,23.67,960.67,937.00
941,635.22,3054.52,25.47,960.67,935.20
942,635.31,3056.71,26.87,964.33,937.47
943,635.40,3058.90,27.60,964.20,936.60
944,635.49,3061.08,23.07,961.80,938.73
945,635.58,3063.27,25.27,961.73,936.47
946,635.67,3065.45,25.20,962.13,936.93
947,635.75,3067.64,27.87,964.87,937.00
948,635.84,3069.82,28.33,964.27,935.93
949,635.93,3071.99,30.00,965.53,935.53
950,636.02,3074.17,29.33,964.93,935.60
951,636.11,3076.35,28.80,966.40,937.60
952,636.19,3078.52,31.93,969.33,937.40
953,636.28,3080.69,31.60,969.00,937.40
954,636.37,3082.86,33.07,968.40,935.33
955,636.46,3085.03,33.27,968.93,935.67
956,636.55,3087.20,36.07,971.07,935.00
957,636.63,3089.36,34.80,969.93,935.13
958,636.72,3091.52,33.80,969.87,936.07
959,636.81,3093.69,37.00,973.40,936.40
960,636.90,3095.85,39.93,973.73,933.80
961,636.98,3098.00,37.67,973.00,935.33
962,637.07,3100.16,37.73,974.47,936.73
963,637.16,3102.31,41.13,978.93,937.80
964,637.25,3104.47,42.53,980.47,937.93
965,637.33,3106.62,47.27,982.87,935.60
966,637.42,3108.77,49.20,985.73,936.53
967,637.51,3110.92,54.73,991.07,936.33
968,637.60,3113.06,65.67,1001.87,936.20
969,637.68,3115.21,98.67,1034.53,935.87
970,637.77,3117.35,315.27,1253.07,937.80
971,637.86,3119.49,1096.07,2031.60,935.53
972,637.94,3121.63,2793.40,3730.13,936.73
973,638.03,3123.77,6069.33,7006.20,936.87
974,638.12,3125.90,11207.47,12143.67,936.20
975,638.20,3128.04,17798.40,18733.73,935.33
976,638.29,3130.17,21566.33,22501.33,935.00
977,638.38,3132.30,20515.20,21451.33,936.13
978,638.47,3134.43,17398.00,18333.47,935.47
979,638.55,3136.56,12707.47,13644.07,936.60
980,638.64,3138.68,6138.20,7075.93,937.73
981,638.73,3140.81,949.47,1884.07,934.60
982,638.81,3142.93,135.20,1071.80,936.60
983,638.90,3145.05,86.00,1021.13,935.13
984,638.98,3147.17,75.93,1013.40,937.47
985,639.07,3149.29,68.87,1005.73,936.87
986,639.16,3151.40,69.80,1005.13,935.33
987,639.24,3153.52,70.33,1005.33,935.00
988,639.33,3155.63,72.93,1007.67,934.73
989,639.42,3157.74,82.33,1018.13,935.80
990,639.50,3159.85,92.47,1029.07,936.60
991,639.59,3161.96,142.20,1078.73,936.53
992,639.68,3164.06,447.40,1384.47,937.07
993,639.76,3166.17,1684.27,2620.27,936.00
994,639.85,3168.27,4585.93,5521.20,935.27
995,639.93,3170.37,10366.93,11302.93,936.00
996,640.02,3172.47,19578.20,20514.27,936.07
997,640.11,3174.57,31952.20,32888.13,935.93
998,640.19,3176.66,42671.13,43607.67,936.53
999,640.28,3178.75,42665.73,43602.00,936.27
1000,640.36,3180.85,37443.07,38380.13,937.07
1001,640.45,3182.94,29206.33,30142.53,936.20
1002,640.53,3185.03,17795.00,18731.20,936.20
1003,640.62,3187.11,4659.07,5594.60,935.53
1004,640.71,3189.20,457.47,1393.60,936.13
1005,640.79,3191.28,147.07,1082.47,935.40
1006,640.88,3193.36,103.73,1038.67,934.93
1007,640.96,3195.45,79.93,1016.87,936.93
1008,641.05,3197.52,68.93,1003.87,934.93
1009,641.13,3199.60,58.20,994.73,936.53
1010,641.22,3201.68,50.67,987.33,936.67
1011,641.30,3203.75,46.93,983.60,936.67
1012,641.39,3205.82,40.53,978.20,937.67
1013,641.47,3207.89,40.73,977.13,936.40
1014,641.56,3209.96,38.60,974.80,936.20
1015,641.64,3212.03,32.47,968.07,935.60
1016,641.73,3214.09,31.47,968.60,937.13
1017,641.81,3216.16,33.40,968.40,935.00
1018,641.90,3218.22,29.53,965.27,935.73
1019,641.98,3220.28,30.67,968.53,937.87
1020,642.07,3222.34,31.73,967.33,935.60
1021,642.15,3224.40,31.07,966.60,935.53
1022,642.24,3226.45,27.93,964.27,936.33
1023,642.32,3228.51,30.67,965.93,935.27
